pack_id,candidate_rank_by_generated_score,is_selected_for_annotation,selected_rank_by_generated_score,is_wild_pack,generated_score_spread,generated_score_min,generated_score_max,annotator_total_score_selected,annotator_failure_type_selected,selected_source_passages,corpus_id,publication_number,mode,strategy,question_language,context_language,generated_total_score,generated_faith_overall,generated_quality_overall,generated_failure_type,question,answer
"WO-2025215167-A1_de|semantic|3|de|de,fr",1,yes,1,yes,6,25,31,9,none,"[{""language"": ""de"", ""passage"": ""Title: Beschichtung mit darin eingebetteten quantensensoren und verfahren für ihre herstellung\n\nAbstract: Die Erfindung betrifft eine Beschichtung aus Zirconium(IV)-oxid, welche durch einen Sol-Gel-Prozess aus einer flüssigen Phase mit darin verteilten dotierten Nanodiamanten auf einem Substrat abgeschieden und nach Ihrer Trocknung durch einen Kalzinierungsprozess bei erhöhter Temperatur in einen kristallinen Zustand überfuhrt wird, in dem das Zirconium(IV)-oxid zum überwiegendem Anteil in seiner tetragonalen Phase vorliegt.""}, {""language"": ""fr"", ""passage"": ""Title: Revêtement comprenant des capteurs quantiques incorporés dans celui-ci, et procédé de production du revêtement\n\nAbstract: L'invention concerne un revêtement en oxyde de zirconium (IV), qui est déposé sur un substrat au moyen d'un procédé sol-gel, à partir d'une phase liquide dans laquelle sont réparties des nanodiamants dopés, et, après séchage, est converti au moyen d'un procédé de calcination à haute température dans un état cristallin dans lequel l'oxyde de zirconium (IV) est majoritairement présent dans sa phase tétragonale.""}]",WO-2025215167-A1_de,WO-2025215167-A1,semantic,3,de,"de,fr",31,14,17,keyword-lifted,Welches Herstellungsverfahren integriert dotierte Nanodiamanten in die Oxidschicht und wie wird anschließend die gewünschte Kristallstruktur erreicht?,durch einen Sol-Gel-Prozess aus einer flüssigen Phase mit darin verteilten dotierten Nanodiamanten auf einem Substrat abgeschieden und nach Ihrer Trocknung durch einen Kalzinierungsprozess bei erhöhter Temperatur in einen kristallinen Zustand überfuhrt wird
"WO-2025215167-A1_de|semantic|3|de|de,fr",2,no,1,yes,6,25,31,9,none,"[{""language"": ""de"", ""passage"": ""Title: Beschichtung mit darin eingebetteten quantensensoren und verfahren für ihre herstellung\n\nAbstract: Die Erfindung betrifft eine Beschichtung aus Zirconium(IV)-oxid, welche durch einen Sol-Gel-Prozess aus einer flüssigen Phase mit darin verteilten dotierten Nanodiamanten auf einem Substrat abgeschieden und nach Ihrer Trocknung durch einen Kalzinierungsprozess bei erhöhter Temperatur in einen kristallinen Zustand überfuhrt wird, in dem das Zirconium(IV)-oxid zum überwiegendem Anteil in seiner tetragonalen Phase vorliegt.""}, {""language"": ""fr"", ""passage"": ""Title: Revêtement comprenant des capteurs quantiques incorporés dans celui-ci, et procédé de production du revêtement\n\nAbstract: L'invention concerne un revêtement en oxyde de zirconium (IV), qui est déposé sur un substrat au moyen d'un procédé sol-gel, à partir d'une phase liquide dans laquelle sont réparties des nanodiamants dopés, et, après séchage, est converti au moyen d'un procédé de calcination à haute température dans un état cristallin dans lequel l'oxyde de zirconium (IV) est majoritairement présent dans sa phase tétragonale.""}]",WO-2025215167-A1_de,WO-2025215167-A1,semantic,3,de,"de,fr",26,13,13,weak-query-shape,Eignet sich die beschriebene Technik zum direkten Auftrag einer Nanodiamant-haltigen Beschichtung auf ein Substrat?,aus einer flüssigen Phase mit darin verteilten dotierten Nanodiamanten auf einem Substrat abgeschieden
"WO-2025215167-A1_de|semantic|3|de|de,fr",3,no,1,yes,6,25,31,9,none,"[{""language"": ""de"", ""passage"": ""Title: Beschichtung mit darin eingebetteten quantensensoren und verfahren für ihre herstellung\n\nAbstract: Die Erfindung betrifft eine Beschichtung aus Zirconium(IV)-oxid, welche durch einen Sol-Gel-Prozess aus einer flüssigen Phase mit darin verteilten dotierten Nanodiamanten auf einem Substrat abgeschieden und nach Ihrer Trocknung durch einen Kalzinierungsprozess bei erhöhter Temperatur in einen kristallinen Zustand überfuhrt wird, in dem das Zirconium(IV)-oxid zum überwiegendem Anteil in seiner tetragonalen Phase vorliegt.""}, {""language"": ""fr"", ""passage"": ""Title: Revêtement comprenant des capteurs quantiques incorporés dans celui-ci, et procédé de production du revêtement\n\nAbstract: L'invention concerne un revêtement en oxyde de zirconium (IV), qui est déposé sur un substrat au moyen d'un procédé sol-gel, à partir d'une phase liquide dans laquelle sont réparties des nanodiamants dopés, et, après séchage, est converti au moyen d'un procédé de calcination à haute température dans un état cristallin dans lequel l'oxyde de zirconium (IV) est majoritairement présent dans sa phase tétragonale.""}]",WO-2025215167-A1_de,WO-2025215167-A1,semantic,3,de,"de,fr",25,11,14,weak-query-shape,Welche Herausforderung bei der Kristallphase von Zirconium(IV)-oxid wird durch diese Schichtbildung adressiert?,"in einen kristallinen Zustand überfuhrt wird, in dem das Zirconium(IV)-oxid zum überwiegendem Anteil in seiner tetragonalen Phase vorliegt."
"EP-4633632-A1_en|technical|1|es|en,fr",1,yes,1,yes,5,24,29,9,none,"[{""language"": ""en"", ""passage"": ""Title: Dosage regime of orforglipron for treating a subject with type 2 diabetes (t2d), obesity, or overweight with at least one weight related comorbidity\n\nAbstract: Disclosed herein are methods for treating a subject with T2D, obesity, or overweight with at least one weight related comorbidity using a glucagon-like peptide-1 (GLP-1) receptor non-peptide agonist (NPA) by oral administration. Also disclosed herein are oral escalation doses for treating T2D, obesity, or overweight with at least one weight related comorbidity using the GLP-1 receptor NPA. Also disclosed are pharmaceutical unit dosages suitable for treating T2D, obesity, or overweight with at least one weight related comorbidity. Further disclosed herein are uses of the GLP-1 receptor NPA for the manufacture of a medicament for treating T2D, obesity, or overweight with at least one weight related comorbidity.""}, {""language"": ""fr"", ""passage"": ""Title: Régime posologique d'orforglipron pour traiter un sujet atteint de diabète de type 2 (t2d), d'obésité ou de surpoids avec au moins une comorbidité liée au poids\n\nAbstract: Sont ici divulguées des méthodes de traitement d'un sujet atteint de T2D, d'obésité ou de surpoids avec au moins une comorbidité liée au poids à l'aide d'un agoniste non peptidique du récepteur du peptide-1 de type glucagon (GLP-1) (NPA) par administration orale. Sont également ici divulguées des doses croissantes par voies orales pour traiter le T2D, l'obésité ou le surpoids avec au moins une comorbidité liée au poids à l'aide du NPA du récepteur GLP-1. Sont également ici divulguées des doses unitaires pharmaceutiques appropriées pour traiter la T2D, l'obésité ou le surpoids avec au moins une comorbidité liée au poids. Sont en outre ici divulguées des utilisations du NPA du récepteur GLP-1 pour la fabrication d'un médicament pour traiter la T2D, l'obésité ou le surpoids avec au moins une comorbidité liée au poids.""}]",EP-4633632-A1_en,EP-4633632-A1,technical,1,es,"en,fr",29,13,16,none,¿Qué vía de administración se utiliza para el agonista del receptor GLP-1?,by oral administration
"EP-4633632-A1_en|technical|1|es|en,fr",2,no,1,yes,5,24,29,9,none,"[{""language"": ""en"", ""passage"": ""Title: Dosage regime of orforglipron for treating a subject with type 2 diabetes (t2d), obesity, or overweight with at least one weight related comorbidity\n\nAbstract: Disclosed herein are methods for treating a subject with T2D, obesity, or overweight with at least one weight related comorbidity using a glucagon-like peptide-1 (GLP-1) receptor non-peptide agonist (NPA) by oral administration. Also disclosed herein are oral escalation doses for treating T2D, obesity, or overweight with at least one weight related comorbidity using the GLP-1 receptor NPA. Also disclosed are pharmaceutical unit dosages suitable for treating T2D, obesity, or overweight with at least one weight related comorbidity. Further disclosed herein are uses of the GLP-1 receptor NPA for the manufacture of a medicament for treating T2D, obesity, or overweight with at least one weight related comorbidity.""}, {""language"": ""fr"", ""passage"": ""Title: Régime posologique d'orforglipron pour traiter un sujet atteint de diabète de type 2 (t2d), d'obésité ou de surpoids avec au moins une comorbidité liée au poids\n\nAbstract: Sont ici divulguées des méthodes de traitement d'un sujet atteint de T2D, d'obésité ou de surpoids avec au moins une comorbidité liée au poids à l'aide d'un agoniste non peptidique du récepteur du peptide-1 de type glucagon (GLP-1) (NPA) par administration orale. Sont également ici divulguées des doses croissantes par voies orales pour traiter le T2D, l'obésité ou le surpoids avec au moins une comorbidité liée au poids à l'aide du NPA du récepteur GLP-1. Sont également ici divulguées des doses unitaires pharmaceutiques appropriées pour traiter la T2D, l'obésité ou le surpoids avec au moins une comorbidité liée au poids. Sont en outre ici divulguées des utilisations du NPA du récepteur GLP-1 pour la fabrication d'un médicament pour traiter la T2D, l'obésité ou le surpoids avec au moins une comorbidité liée au poids.""}]",EP-4633632-A1_en,EP-4633632-A1,technical,1,es,"en,fr",27,15,12,document-phrasing,¿Qué compuesto se menciona en el título?,orforglipron
"EP-4633632-A1_en|technical|1|es|en,fr",3,no,1,yes,5,24,29,9,none,"[{""language"": ""en"", ""passage"": ""Title: Dosage regime of orforglipron for treating a subject with type 2 diabetes (t2d), obesity, or overweight with at least one weight related comorbidity\n\nAbstract: Disclosed herein are methods for treating a subject with T2D, obesity, or overweight with at least one weight related comorbidity using a glucagon-like peptide-1 (GLP-1) receptor non-peptide agonist (NPA) by oral administration. Also disclosed herein are oral escalation doses for treating T2D, obesity, or overweight with at least one weight related comorbidity using the GLP-1 receptor NPA. Also disclosed are pharmaceutical unit dosages suitable for treating T2D, obesity, or overweight with at least one weight related comorbidity. Further disclosed herein are uses of the GLP-1 receptor NPA for the manufacture of a medicament for treating T2D, obesity, or overweight with at least one weight related comorbidity.""}, {""language"": ""fr"", ""passage"": ""Title: Régime posologique d'orforglipron pour traiter un sujet atteint de diabète de type 2 (t2d), d'obésité ou de surpoids avec au moins une comorbidité liée au poids\n\nAbstract: Sont ici divulguées des méthodes de traitement d'un sujet atteint de T2D, d'obésité ou de surpoids avec au moins une comorbidité liée au poids à l'aide d'un agoniste non peptidique du récepteur du peptide-1 de type glucagon (GLP-1) (NPA) par administration orale. Sont également ici divulguées des doses croissantes par voies orales pour traiter le T2D, l'obésité ou le surpoids avec au moins une comorbidité liée au poids à l'aide du NPA du récepteur GLP-1. Sont également ici divulguées des doses unitaires pharmaceutiques appropriées pour traiter la T2D, l'obésité ou le surpoids avec au moins une comorbidité liée au poids. Sont en outre ici divulguées des utilisations du NPA du récepteur GLP-1 pour la fabrication d'un médicament pour traiter la T2D, l'obésité ou le surpoids avec au moins une comorbidité liée au poids.""}]",EP-4633632-A1_en,EP-4633632-A1,technical,1,es,"en,fr",24,12,12,broad-summary,¿Qué tipo de dosis unitarias se divulgan?,"pharmaceutical unit dosages suitable for treating T2D, obesity, or overweight with at least one weight related comorbidity"
"EP-4633680-A1_en|semantic|2|es|en,fr",1,yes,1,yes,5,25,30,9,none,"[{""language"": ""en"", ""passage"": ""Title: Thyclotide peptide conjugates with cell permeability and inhibitory activity\n\nAbstract: Disclosed are thyclotide-peptide conjugates of the formula (I): Tn-L-P (I), wherein T is a thyclotide unit of the formula:, wherein the thyclotide units are optionally intercepted by segments of polypeptide which can be the same as or different from P, n is about 5 to about 25, L is a linker, P is a polypeptide, and B is a nucleobase or a heterocyclyl moiety. Also disclosed are pharmaceutical compositions and methods of treating diseases such as cancers by administering an effective amount of a thyclotide-peptide conjugate.""}, {""language"": ""fr"", ""passage"": ""Title: Conjugués peptidiques de thyclotide ayant une perméabilité cellulaire et activité inhibitrice\n\nAbstract: La présente divulgation concerne des conjugués de thyclotide-peptide de formule (I) : T n -L-P (I), dans laquelle T est une unité de thyclotide de la formule, les unités de thyclotide étant éventuellement interceptées par des segments de polypeptide qui peuvent être identiques ou différents de P, n étant d'environ 5 à environ 25, L étant un lieur, P étant un polypeptide, et B étant une nucléobase ou une fraction hétérocyclyle. La présente divulgation concerne également des compositions pharmaceutiques et des méthodes de traitement de maladies telles que des cancers en administrant une quantité efficace d'un conjugué thyclotide-peptide.""}]",EP-4633680-A1_en,EP-4633680-A1,semantic,2,es,"en,fr",30,10,20,none,¿Qué arquitectura molecular proponen para unir un thyclotide con un péptido funcional?,"Disclosed are thyclotide-peptide conjugates of the formula (I): Tn-L-P (I), wherein T is a thyclotide unit of the formula:, wherein the thyclotide units are optionally intercepted by segments of polypeptide which can be the same as or different from P, n is about 5 to about 25, L is a linker, P is a polypeptide, and B is a nucleobase or a heterocyclyl moiety."
"EP-4633680-A1_en|semantic|2|es|en,fr",2,no,1,yes,5,25,30,9,none,"[{""language"": ""en"", ""passage"": ""Title: Thyclotide peptide conjugates with cell permeability and inhibitory activity\n\nAbstract: Disclosed are thyclotide-peptide conjugates of the formula (I): Tn-L-P (I), wherein T is a thyclotide unit of the formula:, wherein the thyclotide units are optionally intercepted by segments of polypeptide which can be the same as or different from P, n is about 5 to about 25, L is a linker, P is a polypeptide, and B is a nucleobase or a heterocyclyl moiety. Also disclosed are pharmaceutical compositions and methods of treating diseases such as cancers by administering an effective amount of a thyclotide-peptide conjugate.""}, {""language"": ""fr"", ""passage"": ""Title: Conjugués peptidiques de thyclotide ayant une perméabilité cellulaire et activité inhibitrice\n\nAbstract: La présente divulgation concerne des conjugués de thyclotide-peptide de formule (I) : T n -L-P (I), dans laquelle T est une unité de thyclotide de la formule, les unités de thyclotide étant éventuellement interceptées par des segments de polypeptide qui peuvent être identiques ou différents de P, n étant d'environ 5 à environ 25, L étant un lieur, P étant un polypeptide, et B étant une nucléobase ou une fraction hétérocyclyle. La présente divulgation concerne également des compositions pharmaceutiques et des méthodes de traitement de maladies telles que des cancers en administrant une quantité efficace d'un conjugué thyclotide-peptide.""}]",EP-4633680-A1_en,EP-4633680-A1,semantic,2,es,"en,fr",28,13,15,too-generic,¿Qué uso terapéutico concreto habilitan estos conjugados según el pasaje?,Also disclosed are pharmaceutical compositions and methods of treating diseases such as cancers by administering an effective amount of a thyclotide-peptide conjugate.
"EP-4633680-A1_en|semantic|2|es|en,fr",3,no,1,yes,5,25,30,9,none,"[{""language"": ""en"", ""passage"": ""Title: Thyclotide peptide conjugates with cell permeability and inhibitory activity\n\nAbstract: Disclosed are thyclotide-peptide conjugates of the formula (I): Tn-L-P (I), wherein T is a thyclotide unit of the formula:, wherein the thyclotide units are optionally intercepted by segments of polypeptide which can be the same as or different from P, n is about 5 to about 25, L is a linker, P is a polypeptide, and B is a nucleobase or a heterocyclyl moiety. Also disclosed are pharmaceutical compositions and methods of treating diseases such as cancers by administering an effective amount of a thyclotide-peptide conjugate.""}, {""language"": ""fr"", ""passage"": ""Title: Conjugués peptidiques de thyclotide ayant une perméabilité cellulaire et activité inhibitrice\n\nAbstract: La présente divulgation concerne des conjugués de thyclotide-peptide de formule (I) : T n -L-P (I), dans laquelle T est une unité de thyclotide de la formule, les unités de thyclotide étant éventuellement interceptées par des segments de polypeptide qui peuvent être identiques ou différents de P, n étant d'environ 5 à environ 25, L étant un lieur, P étant un polypeptide, et B étant une nucléobase ou une fraction hétérocyclyle. La présente divulgation concerne également des compositions pharmaceutiques et des méthodes de traitement de maladies telles que des cancers en administrant une quantité efficace d'un conjugué thyclotide-peptide.""}]",EP-4633680-A1_en,EP-4633680-A1,semantic,2,es,"en,fr",25,7,18,none,¿Qué limitación en terapias peptídicas buscan resolver estos compuestos respecto a la entrada en la célula y la actividad terapéutica?,Conjugués peptidiques de thyclotide ayant une perméabilité cellulaire et activité inhibitrice
"EP-4633415-A1_en|technical|4|es|en,fr",1,yes,1,yes,4,25,29,8,none,"[{""language"": ""en"", ""passage"": ""Title: Metal-foam vape filter\n\nAbstract: A metal foam vape structure is used for fluid filtration or purification, such as vapor or gas filtration. It is also used for inhaling and exhaling vapor containing nicotine and flavoring produced by a device. This metal foam structure can thus be used in electronic cigarettes or ecigarettes and related devices.""}, {""language"": ""fr"", ""passage"": ""Title: Filtre pour vapoteuse à mousse métallique\n\nAbstract: Une structure de vapoteuse à mousse métallique est utilisée pour la filtration ou la purification de fluide, telle que la filtration de vapeur ou de gaz. Elle est également utilisée pour inhaler et exhaler de la vapeur contenant de la nicotine et un arôme produit par un dispositif. Cette structure à mousse métallique peut ainsi être utilisée dans des cigarettes électroniques ou e-cigarettes et des dispositifs associés.""}]",EP-4633415-A1_en,EP-4633415-A1,technical,4,es,"en,fr",29,13,16,broad-summary,¿Para qué se usa la estructura de espuma metálica?,"se utiliza para la filtración o la purificación de fluido, como la filtración de vapor o de gas"
"EP-4633415-A1_en|technical|4|es|en,fr",2,no,1,yes,4,25,29,8,none,"[{""language"": ""en"", ""passage"": ""Title: Metal-foam vape filter\n\nAbstract: A metal foam vape structure is used for fluid filtration or purification, such as vapor or gas filtration. It is also used for inhaling and exhaling vapor containing nicotine and flavoring produced by a device. This metal foam structure can thus be used in electronic cigarettes or ecigarettes and related devices.""}, {""language"": ""fr"", ""passage"": ""Title: Filtre pour vapoteuse à mousse métallique\n\nAbstract: Une structure de vapoteuse à mousse métallique est utilisée pour la filtration ou la purification de fluide, telle que la filtration de vapeur ou de gaz. Elle est également utilisée pour inhaler et exhaler de la vapeur contenant de la nicotine et un arôme produit par un dispositif. Cette structure à mousse métallique peut ainsi être utilisée dans des cigarettes électroniques ou e-cigarettes et des dispositifs associés.""}]",EP-4633415-A1_en,EP-4633415-A1,technical,4,es,"en,fr",26,15,11,weak-query-shape,¿Cuál es el título en inglés?,Metal-foam vape filter
"EP-4633415-A1_en|technical|4|es|en,fr",3,no,1,yes,4,25,29,8,none,"[{""language"": ""en"", ""passage"": ""Title: Metal-foam vape filter\n\nAbstract: A metal foam vape structure is used for fluid filtration or purification, such as vapor or gas filtration. It is also used for inhaling and exhaling vapor containing nicotine and flavoring produced by a device. This metal foam structure can thus be used in electronic cigarettes or ecigarettes and related devices.""}, {""language"": ""fr"", ""passage"": ""Title: Filtre pour vapoteuse à mousse métallique\n\nAbstract: Une structure de vapoteuse à mousse métallique est utilisée pour la filtration ou la purification de fluide, telle que la filtration de vapeur ou de gaz. Elle est également utilisée pour inhaler et exhaler de la vapeur contenant de la nicotine et un arôme produit par un dispositif. Cette structure à mousse métallique peut ainsi être utilisée dans des cigarettes électroniques ou e-cigarettes et des dispositifs associés.""}]",EP-4633415-A1_en,EP-4633415-A1,technical,4,es,"en,fr",25,11,14,language-issue,¿En qué dispositivos puede utilizarse la estructura de espuma metálica?,puede así utilizarse en electronic cigarettes or ecigarettes and related devices
"EP-4633627-A1_en|semantic|2|de|en,fr",1,yes,1,yes,4,25,29,8,faithfulness-borderline,"[{""language"": ""en"", ""passage"": ""Title: Cosmetic use of a composition for caring for keratin materials comprising at least indole-3-pyruvic acid\n\nAbstract: The present invention relates to the cosmetic use, notably topical non-therapeutic cosmetic use, of a composition comprising, in a physiologically acceptable medium, indole-3- pyruvic acid, an isomer thereof or a salt thereof, for preventing a reduction in the skin barrier function and/or reinforcing the skin barrier function in an individual, in particular of dry skin The invention also relates to the use of such a composition for preventing and/or treating a skin disorder in sensitive skin in an individual and also to the use of such a composition for preventing and/or treating pruritus and/or inflammation in the skin of an individual. Finally, the invention relates to a non-therapeutic cosmetic process for caring for keratin materials, in particular the skin, comprising the topical application to these keratin materials of such a composition.""}, {""language"": ""fr"", ""passage"": ""Title: Utilisation cosmétique d'une composition pour le soin des matières kératiniques comprenant au moins de l'acide indole-3-pyruvique\n\nAbstract: La présente invention concerne l'utilisation cosmétique, notamment l'utilisation cosmétique non thérapeutique topique, d'une composition comprenant, dans un milieu physiologiquement acceptable, de l'acide indole-3-pyruvique, un isomère de celui-ci ou un sel de celui-ci, pour prévenir une réduction de la fonction barrière cutanée et/ou renforcer la fonction barrière cutanée chez un individu, en particulier de la peau sèche. L'invention concerne également l'utilisation d'une telle composition pour prévenir et/ou traiter un trouble cutané dans la peau sensible chez un individu, ainsi que l'utilisation d'une telle composition pour prévenir et/ou traiter le prurit et/ou l'inflammation de la peau d'un individu. Enfin, l'invention concerne un procédé cosmétique non thérapeutique pour le soin des matières kératiniques, en particulier de la peau, comprenant l'application topique sur ces matières kératiniques d'une telle composition.""}]",EP-4633627-A1_en,EP-4633627-A1,semantic,2,de,"en,fr",29,13,16,keyword-lifted,Welche Hautprobleme lassen sich mit einer kosmetischen Formulierung auf Basis von indole-3-pyruvic acid verhindern oder lindern?,"zur Verhütung einer Reduktion der Hautbarrierefunktion und/oder zur Verstärkung der Hautbarrierefunktion, insbesondere bei trockener Haut; zur Vorbeugung und/oder Behandlung von Hautstörungen in empfindlicher Haut; sowie zur Vorbeugung und/oder Behandlung von Pruritus und/oder Entzündungen der Haut."
"EP-4633627-A1_en|semantic|2|de|en,fr",2,no,1,yes,4,25,29,8,faithfulness-borderline,"[{""language"": ""en"", ""passage"": ""Title: Cosmetic use of a composition for caring for keratin materials comprising at least indole-3-pyruvic acid\n\nAbstract: The present invention relates to the cosmetic use, notably topical non-therapeutic cosmetic use, of a composition comprising, in a physiologically acceptable medium, indole-3- pyruvic acid, an isomer thereof or a salt thereof, for preventing a reduction in the skin barrier function and/or reinforcing the skin barrier function in an individual, in particular of dry skin The invention also relates to the use of such a composition for preventing and/or treating a skin disorder in sensitive skin in an individual and also to the use of such a composition for preventing and/or treating pruritus and/or inflammation in the skin of an individual. Finally, the invention relates to a non-therapeutic cosmetic process for caring for keratin materials, in particular the skin, comprising the topical application to these keratin materials of such a composition.""}, {""language"": ""fr"", ""passage"": ""Title: Utilisation cosmétique d'une composition pour le soin des matières kératiniques comprenant au moins de l'acide indole-3-pyruvique\n\nAbstract: La présente invention concerne l'utilisation cosmétique, notamment l'utilisation cosmétique non thérapeutique topique, d'une composition comprenant, dans un milieu physiologiquement acceptable, de l'acide indole-3-pyruvique, un isomère de celui-ci ou un sel de celui-ci, pour prévenir une réduction de la fonction barrière cutanée et/ou renforcer la fonction barrière cutanée chez un individu, en particulier de la peau sèche. L'invention concerne également l'utilisation d'une telle composition pour prévenir et/ou traiter un trouble cutané dans la peau sensible chez un individu, ainsi que l'utilisation d'une telle composition pour prévenir et/ou traiter le prurit et/ou l'inflammation de la peau d'un individu. Enfin, l'invention concerne un procédé cosmétique non thérapeutique pour le soin des matières kératiniques, en particulier de la peau, comprenant l'application topique sur ces matières kératiniques d'une telle composition.""}]",EP-4633627-A1_en,EP-4633627-A1,semantic,2,de,"en,fr",26,13,13,weak-query-shape,"Auf welche Weise soll indole-3-pyruvic acid topisch angewendet werden, um die Hautbarriere zu unterstützen?","durch topische nicht-therapeutische kosmetische Anwendung einer Zusammensetzung, die in einem physiologisch akzeptablen Medium indole-3-pyruvic acid, ein Isomer davon oder ein Salz davon enthält."
"EP-4633627-A1_en|semantic|2|de|en,fr",3,no,1,yes,4,25,29,8,faithfulness-borderline,"[{""language"": ""en"", ""passage"": ""Title: Cosmetic use of a composition for caring for keratin materials comprising at least indole-3-pyruvic acid\n\nAbstract: The present invention relates to the cosmetic use, notably topical non-therapeutic cosmetic use, of a composition comprising, in a physiologically acceptable medium, indole-3- pyruvic acid, an isomer thereof or a salt thereof, for preventing a reduction in the skin barrier function and/or reinforcing the skin barrier function in an individual, in particular of dry skin The invention also relates to the use of such a composition for preventing and/or treating a skin disorder in sensitive skin in an individual and also to the use of such a composition for preventing and/or treating pruritus and/or inflammation in the skin of an individual. Finally, the invention relates to a non-therapeutic cosmetic process for caring for keratin materials, in particular the skin, comprising the topical application to these keratin materials of such a composition.""}, {""language"": ""fr"", ""passage"": ""Title: Utilisation cosmétique d'une composition pour le soin des matières kératiniques comprenant au moins de l'acide indole-3-pyruvique\n\nAbstract: La présente invention concerne l'utilisation cosmétique, notamment l'utilisation cosmétique non thérapeutique topique, d'une composition comprenant, dans un milieu physiologiquement acceptable, de l'acide indole-3-pyruvique, un isomère de celui-ci ou un sel de celui-ci, pour prévenir une réduction de la fonction barrière cutanée et/ou renforcer la fonction barrière cutanée chez un individu, en particulier de la peau sèche. L'invention concerne également l'utilisation d'une telle composition pour prévenir et/ou traiter un trouble cutané dans la peau sensible chez un individu, ainsi que l'utilisation d'une telle composition pour prévenir et/ou traiter le prurit et/ou l'inflammation de la peau d'un individu. Enfin, l'invention concerne un procédé cosmétique non thérapeutique pour le soin des matières kératiniques, en particulier de la peau, comprenant l'application topique sur ces matières kératiniques d'une telle composition.""}]",EP-4633627-A1_en,EP-4633627-A1,semantic,2,de,"en,fr",25,12,13,weak-query-shape,Für welche keratinären Materialien oder Pflegeanwendungen ist die Zusammensetzung mit indole-3-pyruvic acid vorgesehen?,"ein nicht-therapeutisches kosmetisches Verfahren für die Pflege von Keratinmaterialien, insbesondere der Haut, bestehend in der topischen Applikation auf diese Keratinmaterialien einer solchen Zusammensetzung."
